 "albumid","album_title","artistid","artist_name","trackid","track_name","track_composer","track_milliseconds","track_bytes","track_unit_price","genreid","music_genre","mediatypeid","media_type","invoicelineid","invoice_line_unit_price","invoice_line_quantity","invoice_line_total","invoiceid","invoice_date","invoice_billing_address","invoice_billing_city","invoice_billing_country","invoice_billing_postal_code","invoice_billing_state","invoice_total","customerid","customer_first_name","customer_last_name","customer_company","customer_address","customer_city","customer_state","customer_country","customer_postal_code","customer_phone","customer_fax","customer_email","employee_first_name","employee_last_name","employee_title","employee_reports_to","employee_birth_date","employee_hire_date","employee_address","employee_city","employee_state","employee_country","employee_postal_code","employee_phone","employee_fax","employee_email"
204,Morning Dance,53,Spyro Gyra,"2,527",Starburst,Jeremy Wall,"291,500","9,768,399",0.99,2,Jazz,1,MPEG audio file,414,0.99,1,0.99,75,2009-11-17 00:00:00,Ordynacka 10,Warsaw,Poland,"00-358",,13.86,49,Stanislaw,Wajcik,,Ordynacka 10,Warsaw,,Poland,"00-358",+48 22 828 37 39,,stanislaw.wajcik@wp.pl,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
206,Core,134,Stone Temple Pilots,"2,550",Plush,R. DeLeo/Weiland,"314,017","10,229,848",0.99,1,Rock,1,MPEG audio file,416,0.99,1,0.99,76,2009-11-25 00:00:00,Ullevalsveien 14,Oslo,Norway,"0171",,0.99,4,Bjar,Hanse,,Ullevalsveien 14,Oslo,,Norway,"0171",+47 22 44 22 22,,bjorn.hansen@yahoo.no,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
206,Core,134,Stone Temple Pilots,"2,551",Wet My Bed,R. DeLeo/Weiland,"96,914","3,198,627",0.99,1,Rock,1,MPEG audio file,417,0.99,1,0.99,77,2009-12-08 00:00:00,Klanova 9/506,Prague,Czech Republic,"14700",,1.98,5,Frantiaek,Wichterlova,JetBrains s.r.o.,Klanova 9/506,Prague,,Czech Republic,"14700",+420 2 4172 5555,+420 2 4172 5555,frantisekw@jetbrains.com,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
206,Core,134,Stone Temple Pilots,"2,552",Crackerma,Kretz/R. DeLeo/Weiland,"194,403","6,317,361",0.99,1,Rock,1,MPEG audio file,418,0.99,1,0.99,77,2009-12-08 00:00:00,Klanova 9/506,Prague,Czech Republic,"14700",,1.98,5,Frantiaek,Wichterlova,JetBrains s.r.o.,Klanova 9/506,Prague,,Czech Republic,"14700",+420 2 4172 5555,+420 2 4172 5555,frantisekw@jetbrains.com,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
207,Mezmerize,135,System Of A Dow,"2,556",Revenga,"Tankian, Serj","228,127","7,503,805",0.99,3,Metal,1,MPEG audio file,420,0.99,1,0.99,78,2009-12-08 00:00:00,"Rotenturmstraae 4, 1010 Innere Stadt",Vienne,Austria,"1010",,1.98,7,Astrid,Gruber,,"Rotenturmstraae 4, 1010 Innere Stadt",Vienne,,Austria,"1010",+43 01 5134505,,astrid.gruber@apple.at,Steve,Johnso,Sales Support Agent,2,1965-03-03 00:00:00,2003-10-17 00:00:00,"7727B 41 Ave",Calgary,AB,Canada,T3B 1Y7,"1 (780) 836-9987","1 (780) 836-9543",
207,Mezmerize,135,System Of A Dow,"2,554",Soldier Side - Intro,"Dolmayan, John/Malakian, Daron/Odadjian, Shavo","63,764","2,056,079",0.99,3,Metal,1,MPEG audio file,419,0.99,1,0.99,78,2009-12-08 00:00:00,"Rotenturmstraae 4, 1010 Innere Stadt",Vienne,Austria,"1010",,1.98,7,Astrid,Gruber,,"Rotenturmstraae 4, 1010 Innere Stadt",Vienne,,Austria,"1010",+43 01 5134505,,astrid.gruber@apple.at,Steve,Johnso,Sales Support Agent,2,1965-03-03 00:00:00,2003-10-17 00:00:00,"7727B 41 Ave",Calgary,AB,Canada,T3B 1Y7,"1 (780) 836-9987","1 (780) 836-9543",
207,Mezmerize,135,System Of A Dow,"2,560",Violent Pornography,"Dolmayan, John/Malakian, Daron/Odadjian, Shavo","211,435","6,985,960",0.99,3,Metal,1,MPEG audio file,422,0.99,1,0.99,79,2009-12-09 00:00:00,Sander Boulevard 51,Copenhage,Denmark,"1720",,3.96,9,Kara,Nielse,,Sander Boulevard 51,Copenhage,,Denmark,"1720",+453 3331 9991,,kara.nielsen@jubii.dk,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
207,Mezmerize,135,System Of A Dow,"2,562",Sad Statue,"Tankian, Serj","205,897","6,733,449",0.99,3,Metal,1,MPEG audio file,423,0.99,1,0.99,79,2009-12-09 00:00:00,Sander Boulevard 51,Copenhage,Denmark,"1720",,3.96,9,Kara,Nielse,,Sander Boulevard 51,Copenhage,,Denmark,"1720",+453 3331 9991,,kara.nielsen@jubii.dk,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
207,Mezmerize,135,System Of A Dow,"2,564",Lost in Hollywood,"Tankian, Serj","320,783","10,535,158",0.99,3,Metal,1,MPEG audio file,424,0.99,1,0.99,79,2009-12-09 00:00:00,Sander Boulevard 51,Copenhage,Denmark,"1720",,3.96,9,Kara,Nielse,,Sander Boulevard 51,Copenhage,,Denmark,"1720",+453 3331 9991,,kara.nielsen@jubii.dk,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
207,Mezmerize,135,System Of A Dow,"2,558",Radio/Video,"Dolmayan, John/Malakian, Daron/Odadjian, Shavo","249,312","8,224,917",0.99,3,Metal,1,MPEG audio file,421,0.99,1,0.99,79,2009-12-09 00:00:00,Sander Boulevard 51,Copenhage,Denmark,"1720",,3.96,9,Kara,Nielse,,Sander Boulevard 51,Copenhage,,Denmark,"1720",+453 3331 9991,,kara.nielsen@jubii.dk,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
209,Live [Disc 1],137,The Black Crowes,"2,580",Girl From A Pawnshop,Chris Robinson/Rich Robinso,"404,688","13,250,848",0.99,6,Blues,1,MPEG audio file,428,0.99,1,0.99,80,2009-12-10 00:00:00,Qe 7 Bloco G,Brasalia,Brazil,"71020-677",DF,5.94,13,Fernanda,Ramos,,Qe 7 Bloco G,Brasalia,DF,Brazil,"71020-677",+55 (61) 3363-5547,+55 (61) 3363-7855,fernadaramos4@uol.com.br,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
209,Live [Disc 1],137,The Black Crowes,"2,572",Midnight From The Inside Out,Chris Robinson/Rich Robinso,"286,981","9,442,157",0.99,6,Blues,1,MPEG audio file,426,0.99,1,0.99,80,2009-12-10 00:00:00,Qe 7 Bloco G,Brasalia,Brazil,"71020-677",DF,5.94,13,Fernanda,Ramos,,Qe 7 Bloco G,Brasalia,DF,Brazil,"71020-677",+55 (61) 3363-5547,+55 (61) 3363-7855,fernadaramos4@uol.com.br,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
208,[1997] Black Light Syndrome,136,"Terry Bozzio, Tony Levin & Steve Stevens","2,568",Black Light Syndrome,"Terry Bozzio, Steve Stevens, Tony Levi","526,471","17,300,835",0.99,1,Rock,1,MPEG audio file,425,0.99,1,0.99,80,2009-12-10 00:00:00,Qe 7 Bloco G,Brasalia,Brazil,"71020-677",DF,5.94,13,Fernanda,Ramos,,Qe 7 Bloco G,Brasalia,DF,Brazil,"71020-677",+55 (61) 3363-5547,+55 (61) 3363-7855,fernadaramos4@uol.com.br,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
210,Live [Disc 2],137,The Black Crowes,"2,588",Soul Singing,Chris Robinson/Rich Robinso,"233,639","7,672,489",0.99,6,Blues,1,MPEG audio file,430,0.99,1,0.99,80,2009-12-10 00:00:00,Qe 7 Bloco G,Brasalia,Brazil,"71020-677",DF,5.94,13,Fernanda,Ramos,,Qe 7 Bloco G,Brasalia,DF,Brazil,"71020-677",+55 (61) 3363-5547,+55 (61) 3363-7855,fernadaramos4@uol.com.br,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
209,Live [Disc 1],137,The Black Crowes,"2,576",Sometimes Salvatio,Chris Robinson/Rich Robinso,"389,146","12,749,424",0.99,6,Blues,1,MPEG audio file,427,0.99,1,0.99,80,2009-12-10 00:00:00,Qe 7 Bloco G,Brasalia,Brazil,"71020-677",DF,5.94,13,Fernanda,Ramos,,Qe 7 Bloco G,Brasalia,DF,Brazil,"71020-677",+55 (61) 3363-5547,+55 (61) 3363-7855,fernadaramos4@uol.com.br,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
210,Live [Disc 2],137,The Black Crowes,"2,584",Title Song,Chris Robinson/Rich Robinso,"505,521","16,501,316",0.99,6,Blues,1,MPEG audio file,429,0.99,1,0.99,80,2009-12-10 00:00:00,Qe 7 Bloco G,Brasalia,Brazil,"71020-677",DF,5.94,13,Fernanda,Ramos,,Qe 7 Bloco G,Brasalia,DF,Brazil,"71020-677",+55 (61) 3363-5547,+55 (61) 3363-7855,fernadaramos4@uol.com.br,Margaret,Park,Sales Support Agent,2,1947-09-19 00:00:00,2003-05-03 00:00:00,"683 10 Street SW",Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,
213,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",139,The Cult,"2,630",Edie (Ciao Baby),,"241,632","7,846,177",0.99,1,Rock,1,MPEG audio file,437,0.99,1,0.99,81,2009-12-13 00:00:00,"1 Infinite Loop",Cupertino,USA,"95014",CA,8.91,19,Tim,Goyer,Apple Inc.,"1 Infinite Loop",Cupertino,CA,USA,"95014",+1 (408) 996-1010,+1 (408) 996-1011,tgoyer@apple.com,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
211,The Singles,138,The Clash,"2,600",Train In Vai,Joe Strummer/Mick Jones,"189,675","6,329,877",0.99,4,Alternative & Punk,1,MPEG audio file,432,0.99,1,0.99,81,2009-12-13 00:00:00,"1 Infinite Loop",Cupertino,USA,"95014",CA,8.91,19,Tim,Goyer,Apple Inc.,"1 Infinite Loop",Cupertino,CA,USA,"95014",+1 (408) 996-1010,+1 (408) 996-1011,tgoyer@apple.com,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
211,The Singles,138,The Clash,"2,594",Clash City Rockers,Joe Strummer/Mick Jones,"227,500","7,555,054",0.99,4,Alternative & Punk,1,MPEG audio file,431,0.99,1,0.99,81,2009-12-13 00:00:00,"1 Infinite Loop",Cupertino,USA,"95014",CA,8.91,19,Tim,Goyer,Apple Inc.,"1 Infinite Loop",Cupertino,CA,USA,"95014",+1 (408) 996-1010,+1 (408) 996-1011,tgoyer@apple.com,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
212,Beyond Good And Evil,139,The Cult,"2,618",Speed Of Light,Billy Duffy/Bob Rock/Ian Astbury,"262,817","8,563,352",0.99,1,Rock,1,MPEG audio file,435,0.99,1,0.99,81,2009-12-13 00:00:00,"1 Infinite Loop",Cupertino,USA,"95014",CA,8.91,19,Tim,Goyer,Apple Inc.,"1 Infinite Loop",Cupertino,CA,USA,"95014",+1 (408) 996-1010,+1 (408) 996-1011,tgoyer@apple.com,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
212,Beyond Good And Evil,139,The Cult,"2,612",Take The Power,Billy Duffy/Ian Astbury,"235,755","7,650,012",0.99,1,Rock,1,MPEG audio file,434,0.99,1,0.99,81,2009-12-13 00:00:00,"1 Infinite Loop",Cupertino,USA,"95014",CA,8.91,19,Tim,Goyer,Apple Inc.,"1 Infinite Loop",Cupertino,CA,USA,"95014",+1 (408) 996-1010,+1 (408) 996-1011,tgoyer@apple.com,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
213,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",139,The Cult,"2,636",Sun King,,"368,431","12,010,865",0.99,1,Rock,1,MPEG audio file,438,0.99,1,0.99,81,2009-12-13 00:00:00,"1 Infinite Loop",Cupertino,USA,"95014",CA,8.91,19,Tim,Goyer,Apple Inc.,"1 Infinite Loop",Cupertino,CA,USA,"95014",+1 (408) 996-1010,+1 (408) 996-1011,tgoyer@apple.com,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
214,The Doors,140,The Doors,"2,642",Twentienth Century Fox,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morriso","153,913","5,069,211",0.99,1,Rock,1,MPEG audio file,439,0.99,1,0.99,81,2009-12-13 00:00:00,"1 Infinite Loop",Cupertino,USA,"95014",CA,8.91,19,Tim,Goyer,Apple Inc.,"1 Infinite Loop",Cupertino,CA,USA,"95014",+1 (408) 996-1010,+1 (408) 996-1011,tgoyer@apple.com,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
211,The Singles,138,The Clash,"2,606",Know Your Rights,The Clash,"217,678","7,195,726",0.99,4,Alternative & Punk,1,MPEG audio file,433,0.99,1,0.99,81,2009-12-13 00:00:00,"1 Infinite Loop",Cupertino,USA,"95014",CA,8.91,19,Tim,Goyer,Apple Inc.,"1 Infinite Loop",Cupertino,CA,USA,"95014",+1 (408) 996-1010,+1 (408) 996-1011,tgoyer@apple.com,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
213,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",139,The Cult,"2,624",Spirit Walker,,"230,060","7,555,897",0.99,1,Rock,1,MPEG audio file,436,0.99,1,0.99,81,2009-12-13 00:00:00,"1 Infinite Loop",Cupertino,USA,"95014",CA,8.91,19,Tim,Goyer,Apple Inc.,"1 Infinite Loop",Cupertino,CA,USA,"95014",+1 (408) 996-1010,+1 (408) 996-1011,tgoyer@apple.com,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
221,My Generation - The Very Best Of The Who,144,The Who,"2,741",Pinball Wizard,John Entwistle/Pete Townshend,"181,890","6,055,580",0.99,1,Rock,1,MPEG audio file,450,0.99,1,0.99,82,2009-12-18 00:00:00,"302 S 700 E",Salt Lake City,USA,"84102",UT,13.86,28,Julia,Barnett,,"302 S 700 E",Salt Lake City,UT,USA,"84102",+1 (801) 531-7272,,jubarnett@gmail.com,Steve,Johnso,Sales Support Agent,2,1965-03-03 00:00:00,2003-10-17 00:00:00,"7727B 41 Ave",Calgary,AB,Canada,T3B 1Y7,"1 (780) 836-9987","1 (780) 836-9543",
215,The Police Greatest Hits,141,The Police,"2,651",Ca't Stand Losing You,G M Sumner,"181,159","5,971,983",0.99,1,Rock,1,MPEG audio file,440,0.99,1,0.99,82,2009-12-18 00:00:00,"302 S 700 E",Salt Lake City,USA,"84102",UT,13.86,28,Julia,Barnett,,"302 S 700 E",Salt Lake City,UT,USA,"84102",+1 (801) 531-7272,,jubarnett@gmail.com,Steve,Johnso,Sales Support Agent,2,1965-03-03 00:00:00,2003-10-17 00:00:00,"7727B 41 Ave",Calgary,AB,Canada,T3B 1Y7,"1 (780) 836-9987","1 (780) 836-9543",
215,The Police Greatest Hits,141,The Police,"2,660",King Of Pai,G M Sumner,"300,512","9,880,303",0.99,1,Rock,1,MPEG audio file,441,0.99,1,0.99,82,2009-12-18 00:00:00,"302 S 700 E",Salt Lake City,USA,"84102",UT,13.86,28,Julia,Barnett,,"302 S 700 E",Salt Lake City,UT,USA,"84102",+1 (801) 531-7272,,jubarnett@gmail.com,Steve,Johnso,Sales Support Agent,2,1965-03-03 00:00:00,2003-10-17 00:00:00,"7727B 41 Ave",Calgary,AB,Canada,T3B 1Y7,"1 (780) 836-9987","1 (780) 836-9543",
216,"Hot Rocks, 1964-1971 (Disc 1)",142,The Rolling Stones,"2,669",Get Off Of My Cloud,Jagger/Richards,"176,013","5,719,514",0.99,1,Rock,1,MPEG audio file,442,0.99,1,0.99,82,2009-12-18 00:00:00,"302 S 700 E",Salt Lake City,USA,"84102",UT,13.86,28,Julia,Barnett,,"302 S 700 E",Salt Lake City,UT,USA,"84102",+1 (801) 531-7272,,jubarnett@gmail.com,Steve,Johnso,Sales Support Agent,2,1965-03-03 00:00:00,2003-10-17 00:00:00,"7727B 41 Ave",Calgary,AB,Canada,T3B 1Y7,"1 (780) 836-9987","1 (780) 836-9543",
217,No Security,142,The Rolling Stones,"2,678",Gimmie Shelters,Jagger/Richards,"382,119","12,528,764",0.99,1,Rock,1,MPEG audio file,443,0.99,1,0.99,82,2009-12-18 00:00:00,"302 S 700 E",Salt Lake City,USA,"84102",UT,13.86,28,Julia,Barnett,,"302 S 700 E",Salt Lake City,UT,USA,"84102",+1 (801) 531-7272,,jubarnett@gmail.com,Steve,Johnso,Sales Support Agent,2,1965-03-03 00:00:00,2003-10-17 00:00:00,"7727B 41 Ave",Calgary,AB,Canada,T3B 1Y7,"1 (780) 836-9987","1 (780) 836-9543",
217,No Security,142,The Rolling Stones,"2,687",Thief In The Night,De Beauport/Jagger/Richards,"337,266","10,952,756",0.99,1,Rock,1,MPEG audio file,444,0.99,1,0.99,82,2009-12-18 00:00:00,"302 S 700 E",Salt Lake City,USA,"84102",UT,13.86,28,Julia,Barnett,,"302 S 700 E",Salt Lake City,UT,USA,"84102",+1 (801) 531-7272,,jubarnett@gmail.com,Steve,Johnso,Sales Support Agent,2,1965-03-03 00:00:00,2003-10-17 00:00:00,"7727B 41 Ave",Calgary,AB,Canada,T3B 1Y7,"1 (780) 836-9987","1 (780) 836-9543",
218,Voodoo Lounge,142,The Rolling Stones,"2,696",Out Of Tears,Jagger/Richards,"327,418","10,677,236",0.99,1,Rock,1,MPEG audio file,445,0.99,1,0.99,82,2009-12-18 00:00:00,"302 S 700 E",Salt Lake City,USA,"84102",UT,13.86,28,Julia,Barnett,,"302 S 700 E",Salt Lake City,UT,USA,"84102",+1 (801) 531-7272,,jubarnett@gmail.com,Steve,Johnso,Sales Support Agent,2,1965-03-03 00:00:00,2003-10-17 00:00:00,"7727B 41 Ave",Calgary,AB,Canada,T3B 1Y7,"1 (780) 836-9987","1 (780) 836-9543",
219,Tangents,143,The Tea Party,"2,705",Walking Wounded,The Tea Party,"277,968","9,184,345",0.99,4,Alternative & Punk,1,MPEG audio file,446,0.99,1,0.99,82,2009-12-18 00:00:00,"302 S 700 E",Salt Lake City,USA,"84102",UT,13.86,28,Julia,Barnett,,"302 S 700 E",Salt Lake City,UT,USA,"84102",+1 (801) 531-7272,,jubarnett@gmail.com,Steve,Johnso,Sales Support Agent,2,1965-03-03 00:00:00,2003-10-17 00:00:00,"7727B 41 Ave",Calgary,AB,Canada,T3B 1Y7,"1 (780) 836-9987","1 (780) 836-9543",
219,Tangents,143,The Tea Party,"2,714",Heaven Coming Dow,The Tea Party,"241,867","7,846,459",0.99,4,Alternative & Punk,1,MPEG audio file,447,0.99,1,0.99,82,2009-12-18 00:00:00,"302 S 700 E",Salt Lake City,USA,"84102",UT,13.86,28,Julia,Barnett,,"302 S 700 E",Salt Lake City,UT,USA,"84102",+1 (801) 531-7272,,jubarnett@gmail.com,Steve,Johnso,Sales Support Agent,2,1965-03-03 00:00:00,2003-10-17 00:00:00,"7727B 41 Ave",Calgary,AB,Canada,T3B 1Y7,"1 (780) 836-9987","1 (780) 836-9543",
220,Transmissio,143,The Tea Party,"2,723",Gyroscope,The Tea Party,"177,711","5,810,323",0.99,4,Alternative & Punk,1,MPEG audio file,448,0.99,1,0.99,82,2009-12-18 00:00:00,"302 S 700 E",Salt Lake City,USA,"84102",UT,13.86,28,Julia,Barnett,,"302 S 700 E",Salt Lake City,UT,USA,"84102",+1 (801) 531-7272,,jubarnett@gmail.com,Steve,Johnso,Sales Support Agent,2,1965-03-03 00:00:00,2003-10-17 00:00:00,"7727B 41 Ave",Calgary,AB,Canada,T3B 1Y7,"1 (780) 836-9987","1 (780) 836-9543",
221,My Generation - The Very Best Of The Who,144,The Who,"2,732","Anyway, Anyhow, Anywhere","Pete Townshend, Roger Daltrey","161,253","5,234,173",0.99,1,Rock,1,MPEG audio file,449,0.99,1,0.99,82,2009-12-18 00:00:00,"302 S 700 E",Salt Lake City,USA,"84102",UT,13.86,28,Julia,Barnett,,"302 S 700 E",Salt Lake City,UT,USA,"84102",+1 (801) 531-7272,,jubarnett@gmail.com,Steve,Johnso,Sales Support Agent,2,1965-03-03 00:00:00,2003-10-17 00:00:00,"7727B 41 Ave",Calgary,AB,Canada,T3B 1Y7,"1 (780) 836-9987","1 (780) 836-9543",
221,My Generation - The Very Best Of The Who,144,The Who,"2,750",You Better You Bet,Pete Townshend,"338,520","11,160,877",0.99,1,Rock,1,MPEG audio file,451,0.99,1,0.99,82,2009-12-18 00:00:00,"302 S 700 E",Salt Lake City,USA,"84102",UT,13.86,28,Julia,Barnett,,"302 S 700 E",Salt Lake City,UT,USA,"84102",+1 (801) 531-7272,,jubarnett@gmail.com,Steve,Johnso,Sales Support Agent,2,1965-03-03 00:00:00,2003-10-17 00:00:00,"7727B 41 Ave",Calgary,AB,Canada,T3B 1Y7,"1 (780) 836-9987","1 (780) 836-9543",
222,Serie Sem Limite (Disc 1),145,Tim Maia,"2,759",Masica No Ar,Tim Maia,"158,511","5,184,891",0.99,7,Lati,1,MPEG audio file,452,0.99,1,0.99,82,2009-12-18 00:00:00,"302 S 700 E",Salt Lake City,USA,"84102",UT,13.86,28,Julia,Barnett,,"302 S 700 E",Salt Lake City,UT,USA,"84102",+1 (801) 531-7272,,jubarnett@gmail.com,Steve,Johnso,Sales Support Agent,2,1965-03-03 00:00:00,2003-10-17 00:00:00,"7727B 41 Ave",Calgary,AB,Canada,T3B 1Y7,"1 (780) 836-9987","1 (780) 836-9543",
223,Serie Sem Limite (Disc 2),145,Tim Maia,"2,768",Voca,,"242,599","7,911,702",0.99,7,Lati,1,MPEG audio file,453,0.99,1,0.99,82,2009-12-18 00:00:00,"302 S 700 E",Salt Lake City,USA,"84102",UT,13.86,28,Julia,Barnett,,"302 S 700 E",Salt Lake City,UT,USA,"84102",+1 (801) 531-7272,,jubarnett@gmail.com,Steve,Johnso,Sales Support Agent,2,1965-03-03 00:00:00,2003-10-17 00:00:00,"7727B 41 Ave",Calgary,AB,Canada,T3B 1Y7,"1 (780) 836-9987","1 (780) 836-9543",
224,Acastico,146,Titas,"2,782",Go Back,Titas,"230,504","7,668,899",0.99,4,Alternative & Punk,1,MPEG audio file,454,0.99,1,0.99,83,2009-12-26 00:00:00,"9, Place Louis Barthou",Bordeaux,France,"33000",,0.99,42,Wyatt,Girard,,"9, Place Louis Barthou",Bordeaux,,France,"33000",+33 05 56 96 96 96,,wyatt.girard@yahoo.fr,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
224,Acastico,146,Titas,"2,783",Pra Dizer Adeus,Titas,"222,484","7,382,048",0.99,4,Alternative & Punk,1,MPEG audio file,455,0.99,1,0.99,84,2010-01-08 00:00:00,"68, Rue Jouvence",Dijo,France,"21000",,1.98,43,Isabelle,Mercier,,"68, Rue Jouvence",Dijo,,France,"21000",+33 03 80 73 66 99,,isabelle_mercier@apple.fr,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
224,Acastico,146,Titas,"2,784",Famalia,Titas,"218,331","7,267,458",0.99,4,Alternative & Punk,1,MPEG audio file,456,0.99,1,0.99,84,2010-01-08 00:00:00,"68, Rue Jouvence",Dijo,France,"21000",,1.98,43,Isabelle,Mercier,,"68, Rue Jouvence",Dijo,,France,"21000",+33 03 80 73 66 99,,isabelle_mercier@apple.fr,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
224,Acastico,146,Titas,"2,786",O Pulso,Titas,"199,131","6,566,998",0.99,4,Alternative & Punk,1,MPEG audio file,457,0.99,1,0.99,85,2010-01-08 00:00:00,Erzsabet krt. 58.,Budapest,Hungary,H-1073,,1.98,45,Ladislav,Kovacs,,Erzsabet krt. 58.,Budapest,,Hungary,H-1073,,,ladislav_kovacs@apple.hu,Jane,Peacock,Sales Support Agent,2,1973-08-29 00:00:00,2002-04-01 00:00:00,"1111 6 Ave SW",Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,
